"edad","ocupacion","est_civil","nivel_educativo","contrato_meses","Cred_hipotecario","Cred_personal","Medio_contacto","Dia","Mes","duracion_seg","aceptacion_TC"
30,"independiente","soltero","bachillerato",48,"si","no","chat",4,"junio",99,"no"
39,"independiente","casado","bachillerato",36,"si","si","chat",14,"mayo",202,"no"
28,"informal","casado","primaria",5,"si","no","chat",26,"junio",318,"si"
31,"desempleado","soltero","universitario",52,"si","si","celular",13,"agosto",275,"no"
31,"informal","casado","primaria",71,"si","si","chat",12,"mayo",59,"no"
38,"desempleado","casado","universitario",57,"no","si","celular",29,"agosto",70,"no"
31,"informal","soltero","bachillerato",55,"si","si","celular",14,"abril",1126,"no"
74,"pensionado","divorciado","bachillerato",6,"no","no","celular",19,"octubre",343,"si"
40,"empleado","soltero","universitario",37,"si","no","celular",23,"febrero",228,"si"
43,"independiente","casado","bachillerato",7,"si","no","celular",11,"agosto",209,"no"
34,"independiente","soltero","universitario",30,"si","no","celular",13,"abril",709,"si"
54,"desempleado","divorciado","universitario",8,"no","no","celular",11,"marzo",275,"no"
51,"informal","casado","primaria",33,"si","si","celular",12,"mayo",51,"no"
33,"informal","casado","bachillerato",31,"no","si","chat",3,"julio",267,"no"
41,"independiente","casado","universitario",57,"no","si","chat",20,"junio",95,"no"
33,"empleado","soltero","universitario",62,"no","no","celular",28,"octubre",246,"si"
48,"independiente","casado","bachillerato",32,"si","si","celular",7,"julio",46,"no"
42,"independiente","divorciado","universitario",16,"si","no","celular",8,"mayo",144,"si"
35,"desempleado","soltero","universitario",39,"si","no","celular",8,"agosto",249,"no"
25,"independiente","casado","bachillerato",7,"si","si","chat",28,"mayo",328,"no"
38,"informal","soltero","primaria",72,"si","si","chat",25,"agosto",17,"no"
45,"independiente","casado","bachillerato",54,"si","no","chat",14,"mayo",126,"no"
59,"desempleado","divorciado","universitario",57,"si","si","celular",31,"julio",52,"no"
47,"empleado","casado","tecnico",34,"no","no","chat",9,"junio",52,"si"
33,"desempleado","casado","universitario",11,"si","si","celular",16,"julio",285,"no"
59,"empleado","casado","primaria",39,"no","no","telefono",25,"mayo",500,"si"
41,"informal","divorciado","primaria",57,"no","si","celular",15,"julio",955,"si"
42,"independiente","casado","bachillerato",44,"si","si","celular",7,"julio",216,"no"
51,"independiente","divorciado","universitario",22,"no","no","celular",28,"agosto",84,"no"
45,"desempleado","casado","universitario",9,"si","si","celular",6,"mayo",138,"no"
30,"empleado","casado","universitario",3,"si","si","celular",21,"noviembre",436,"si"
33,"informal","soltero","bachillerato",7,"si","no","celular",6,"mayo",123,"si"
43,"empleado","casado","universitario",44,"no","no","celular",18,"agosto",36,"si"
37,"informal","casado","bachillerato",20,"no","si","chat",16,"junio",405,"no"
73,"informal","casado","primaria",71,"no","no","celular",15,"octubre",103,"no"
43,"informal","casado","bachillerato",5,"si","no","chat",30,"septiembre",175,"no"
52,"desempleado","casado","primaria",24,"no","si","celular",10,"julio",374,"no"
44,"desempleado","casado","universitario",52,"si","si","chat",4,"junio",129,"no"
56,"desempleado","casado","universitario",58,"si","si","telefono",9,"julio",246,"no"
21,"empleado","soltero","bachillerato",4,"si","no","chat",29,"mayo",107,"no"
43,"empleado","casado","universitario",9,"si","si","chat",19,"junio",385,"no"
54,"desempleado","casado","primaria",68,"si","si","celular",20,"noviembre",104,"no"
59,"independiente","casado","primaria",25,"no","no","celular",14,"enero",309,"si"
52,"informal","casado","primaria",70,"si","si","celular",6,"mayo",198,"no"
31,"independiente","soltero","bachillerato",12,"si","no","chat",26,"mayo",543,"si"
53,"independiente","casado","bachillerato",22,"no","si","celular",18,"julio",143,"si"
24,"independiente","soltero","bachillerato",6,"si","si","chat",19,"mayo",23,"no"
57,"informal","casado","bachillerato",59,"no","si","chat",30,"junio",104,"no"
48,"independiente","casado","bachillerato",22,"si","no","celular",2,"septiembre",378,"si"
57,"independiente","casado","bachillerato",16,"si","no","celular",17,"noviembre",364,"no"
51,"independiente","casado","bachillerato",36,"no","si","celular",25,"julio",363,"no"
50,"desempleado","divorciado","universitario",41,"si","no","celular",24,"julio",248,"no"
34,"informal","casado","bachillerato",35,"si","si","chat",27,"mayo",157,"no"
43,"informal","casado","primaria",39,"si","si","chat",26,"mayo",402,"no"
31,"empleado","casado","bachillerato",16,"si","si","chat",23,"mayo",203,"no"
29,"informal","casado","tecnico",24,"si","si","celular",6,"mayo",422,"no"
39,"informal","casado","primaria",2,"si","si","celular",21,"noviembre",44,"no"
36,"desempleado","soltero","universitario",33,"si","si","chat",30,"mayo",358,"no"
38,"empleado","soltero","universitario",5,"no","no","celular",6,"febrero",39,"si"
56,"desempleado","divorciado","universitario",44,"si","si","telefono",18,"mayo",325,"no"
41,"ama(o)_de_casa","divorciado","primaria",11,"si","si","celular",18,"noviembre",238,"no"
47,"independiente","casado","bachillerato",68,"si","no","celular",30,"abril",968,"si"
38,"desempleado","soltero","universitario",6,"si","si","celular",17,"abril",156,"no"
80,"informal","casado","bachillerato",28,"si","si","telefono",6,"abril",681,"no"
37,"empleado","casado","bachillerato",17,"si","si","celular",20,"noviembre",187,"no"
44,"empleado","soltero","universitario",33,"si","si","celular",15,"mayo",104,"si"
33,"informal","soltero","bachillerato",55,"no","no","celular",6,"febrero",860,"si"
53,"independiente","casado","bachillerato",37,"no","si","celular",13,"agosto",112,"no"
69,"pensionado","casado","universitario",35,"no","no","celular",7,"julio",112,"si"
46,"independiente","casado","bachillerato",36,"si","si","chat",14,"mayo",32,"no"
30,"empleado","soltero","universitario",55,"si","no","celular",17,"marzo",325,"si"
31,"independiente","soltero","bachillerato",41,"si","si","celular",20,"noviembre",410,"no"
38,"desempleado","divorciado","universitario",5,"si","no","celular",20,"noviembre",640,"no"
34,"empleado","divorciado","bachillerato",34,"no","no","chat",9,"junio",118,"no"
48,"empleado","casado","tecnico",37,"si","no","celular",30,"julio",166,"no"
46,"informal","divorciado","primaria",5,"no","si","celular",2,"febrero",173,"no"
42,"independiente","casado","bachillerato",33,"si","si","chat",28,"mayo",21,"no"
41,"informal","casado","bachillerato",19,"si","si","chat",14,"mayo",89,"no"
33,"informal","casado","bachillerato",54,"si","no","celular",28,"julio",151,"no"
39,"informal","casado","primaria",6,"no","si","chat",19,"junio",112,"no"
27,"estudiante","soltero","bachillerato",33,"no","si","celular",30,"enero",164,"no"
26,"desempleado","soltero","universitario",61,"no","si","telefono",29,"enero",145,"no"
38,"empleado","soltero","universitario",59,"si","no","celular",6,"mayo",606,"si"
48,"informal","casado","bachillerato",53,"si","si","chat",26,"mayo",105,"no"
54,"empleado","casado","bachillerato",28,"no","si","celular",9,"julio",85,"no"
51,"empleado","casado","bachillerato",72,"si","si","celular",18,"julio",439,"no"
47,"independiente","casado","bachillerato",42,"si","no","chat",29,"mayo",278,"no"
53,"independiente","casado","bachillerato",59,"si","si","celular",13,"agosto",205,"no"
35,"informal","casado","primaria",69,"si","no","celular",16,"julio",221,"si"
58,"desempleado","casado","universitario",52,"si","si","telefono",18,"noviembre",52,"no"
52,"desempleado","divorciado","universitario",5,"si","si","chat",12,"junio",84,"no"
57,"informal","casado","bachillerato",53,"si","no","celular",15,"mayo",476,"no"
52,"desempleado","casado","universitario",11,"si","no","celular",20,"noviembre",371,"no"
35,"desempleado","soltero","universitario",36,"si","no","celular",17,"abril",128,"no"
48,"independiente","casado","bachillerato",60,"si","si","chat",13,"mayo",220,"no"
46,"independiente","casado","universitario",52,"no","si","telefono",14,"julio",44,"no"
39,"empleado","casado","bachillerato",42,"si","no","chat",8,"junio",30,"si"
38,"independiente","divorciado","universitario",36,"si","si","celular",7,"mayo",330,"no"
34,"independiente","casado","bachillerato",39,"si","no","chat",30,"agosto",28,"si"
47,"independiente","casado","primaria",59,"si","si","celular",12,"mayo",908,"no"
35,"desempleado","divorciado","universitario",54,"no","si","celular",16,"abril",177,"no"
46,"informal","divorciado","primaria",41,"si","no","chat",9,"mayo",113,"no"
27,"independiente","soltero","bachillerato",57,"si","no","telefono",15,"mayo",289,"no"
31,"informal","casado","bachillerato",56,"si","si","celular",21,"julio",357,"no"
31,"desempleado","soltero","universitario",50,"si","si","celular",28,"agosto",38,"no"
46,"independiente","casado","bachillerato",69,"si","no","celular",7,"agosto",414,"no"
31,"independiente","casado","bachillerato",58,"si","si","celular",20,"noviembre",257,"no"
33,"empleado","casado","universitario",28,"si","no","chat",19,"agosto",480,"si"
42,"ama(o)_de_casa","casado","primaria",18,"no","no","celular",20,"agosto",252,"no"
33,"desempleado","soltero","primaria",18,"si","si","chat",20,"mayo",151,"no"
40,"ama(o)_de_casa","casado","primaria",63,"si","no","celular",6,"febrero",213,"no"
51,"informal","casado","primaria",11,"si","si","celular",27,"agosto",119,"no"
31,"desempleado","casado","universitario",69,"si","si","celular",21,"noviembre",161,"no"
62,"pensionado","divorciado","universitario",17,"no","no","celular",13,"noviembre",227,"si"
24,"estudiante","soltero","bachillerato",51,"si","no","telefono",18,"mayo",12,"no"
48,"empleado","casado","bachillerato",13,"no","no","celular",14,"enero",517,"si"
41,"independiente","divorciado","bachillerato",47,"si","si","celular",7,"mayo",225,"no"
43,"desempleado","casado","universitario",54,"si","si","chat",9,"mayo",150,"no"
52,"independiente","casado","bachillerato",17,"no","si","celular",8,"julio",89,"no"
54,"informal","casado","primaria",61,"si","si","chat",9,"mayo",103,"no"
32,"independiente","divorciado","universitario",36,"si","si","celular",26,"mayo",128,"no"
38,"informal","casado","primaria",65,"si","si","celular",20,"noviembre",277,"no"
41,"independiente","casado","primaria",32,"si","no","chat",15,"mayo",500,"si"
31,"informal","soltero","primaria",8,"si","no","telefono",14,"mayo",113,"no"
35,"ama(o)_de_casa","casado","universitario",37,"si","no","celular",15,"mayo",326,"si"
26,"independiente","casado","bachillerato",30,"no","si","chat",27,"mayo",755,"no"
52,"independiente","casado","universitario",63,"si","no","celular",29,"agosto",161,"no"
58,"informal","casado","bachillerato",1,"si","si","celular",17,"noviembre",100,"no"
57,"ama(o)_de_casa","casado","universitario",56,"no","no","celular",4,"agosto",142,"no"
34,"desempleado","casado","universitario",2,"si","no","chat",8,"mayo",214,"no"
59,"informal","casado","primaria",21,"no","si","celular",18,"noviembre",167,"no"
27,"independiente","soltero","bachillerato",43,"si","si","celular",9,"julio",676,"no"
42,"independiente","casado","universitario",69,"no","no","celular",9,"julio",236,"si"
47,"ama(o)_de_casa","soltero","universitario",59,"no","no","chat",12,"junio",993,"si"
33,"informal","casado","bachillerato",19,"si","si","celular",28,"julio",83,"no"
31,"empleado","soltero","bachillerato",45,"si","no","celular",6,"mayo",100,"no"
37,"empleado","casado","universitario",67,"si","no","celular",2,"febrero",289,"si"
29,"informal","casado","bachillerato",38,"no","si","celular",8,"julio",528,"no"
38,"desempleado","casado","primaria",12,"si","no","chat",12,"junio",340,"no"
35,"independiente","casado","bachillerato",29,"no","si","celular",21,"noviembre",33,"no"
31,"independiente","soltero","bachillerato",24,"no","no","telefono",17,"abril",284,"no"
62,"empleado","casado","universitario",67,"no","no","telefono",6,"agosto",245,"si"
32,"independiente","soltero","universitario",26,"si","si","celular",17,"abril",115,"no"
31,"empleado","casado","bachillerato",60,"si","si","chat",5,"mayo",730,"no"
51,"informal","divorciado","primaria",37,"si","si","celular",11,"mayo",347,"no"
29,"empleado","soltero","bachillerato",2,"si","si","celular",17,"julio",58,"no"
43,"informal","casado","primaria",9,"si","si","celular",17,"julio",180,"no"
36,"informal","casado","bachillerato",9,"si","si","chat",2,"junio",56,"no"
34,"independiente","casado","primaria",5,"si","no","chat",2,"junio",326,"si"
29,"empleado","casado","bachillerato",34,"si","no","telefono",21,"julio",342,"no"
57,"informal","casado","bachillerato",46,"no","si","celular",2,"febrero",49,"no"
43,"desempleado","casado","universitario",15,"no","si","celular",12,"agosto",110,"no"
33,"empleado","casado","bachillerato",34,"no","no","celular",12,"noviembre",253,"si"
60,"desempleado","casado","universitario",2,"si","no","celular",14,"agosto",636,"no"
51,"independiente","casado","primaria",71,"no","no","celular",19,"agosto",137,"si"
40,"independiente","soltero","bachillerato",21,"si","si","celular",7,"julio",173,"no"
51,"independiente","casado","bachillerato",5,"si","si","celular",18,"julio",227,"no"
38,"empleado","casado","bachillerato",39,"si","si","chat",19,"mayo",88,"no"
35,"independiente","casado","bachillerato",29,"si","no","chat",2,"junio",426,"no"
47,"independiente","casado","bachillerato",66,"si","si","telefono",18,"noviembre",195,"no"
45,"informal","casado","primaria",27,"no","si","celular",18,"agosto",230,"no"
40,"empleado","casado","bachillerato",59,"si","no","celular",12,"mayo",750,"si"
29,"independiente","soltero","bachillerato",70,"no","no","celular",30,"enero",413,"si"
52,"empleado","divorciado","universitario",60,"si","no","chat",4,"junio",104,"si"
26,"independiente","casado","bachillerato",36,"si","si","celular",5,"mayo",138,"si"
31,"informal","soltero","primaria",14,"si","si","chat",29,"mayo",334,"no"
55,"empleado","casado","tecnico",61,"si","si","chat",30,"mayo",868,"no"
35,"empleado","casado","bachillerato",58,"si","si","telefono",14,"julio",102,"no"
56,"empleado","divorciado","universitario",60,"no","no","chat",28,"mayo",77,"si"
28,"informal","soltero","bachillerato",37,"si","no","celular",1,"septiembre",199,"si"
27,"estudiante","soltero","bachillerato",67,"si","no","chat",7,"mayo",332,"no"
30,"independiente","casado","bachillerato",49,"no","no","celular",7,"agosto",124,"si"
51,"independiente","casado","universitario",9,"no","no","celular",25,"agosto",91,"no"
33,"desempleado","casado","bachillerato",26,"si","no","celular",4,"mayo",104,"no"
32,"informal","soltero","bachillerato",25,"si","no","celular",18,"mayo",125,"no"
43,"independiente","casado","bachillerato",36,"si","no","celular",18,"julio",635,"si"
46,"informal","casado","primaria",32,"no","si","celular",15,"julio",90,"no"
32,"empleado","casado","universitario",13,"si","si","celular",25,"julio",310,"si"
40,"empleado","casado","bachillerato",36,"si","no","celular",6,"mayo",207,"no"
39,"informal","casado","bachillerato",23,"no","si","chat",12,"junio",43,"no"
51,"informal","casado","primaria",46,"no","no","telefono",16,"julio",126,"no"
46,"independiente","soltero","bachillerato",9,"si","si","celular",25,"enero",137,"no"
43,"informal","casado","primaria",59,"si","si","chat",15,"mayo",284,"no"
36,"independiente","casado","universitario",54,"si","no","celular",28,"agosto",68,"no"
48,"desempleado","casado","universitario",31,"si","si","celular",18,"noviembre",67,"no"
26,"independiente","soltero","bachillerato",11,"si","si","celular",18,"mayo",8,"no"
39,"independiente","soltero","tecnico",2,"si","si","celular",11,"mayo",62,"no"
47,"desempleado","casado","universitario",44,"si","si","celular",7,"julio",175,"no"
23,"independiente","soltero","primaria",8,"si","no","chat",13,"mayo",395,"si"
54,"desempleado","divorciado","universitario",29,"si","si","celular",11,"febrero",27,"no"
38,"independiente","casado","bachillerato",3,"si","si","chat",6,"mayo",195,"no"
33,"independiente","casado","bachillerato",19,"no","si","celular",4,"febrero",254,"no"
35,"independiente","divorciado","bachillerato",68,"si","si","celular",8,"julio",199,"no"
52,"empleado","casado","bachillerato",31,"si","si","celular",26,"agosto",73,"no"
25,"independiente","soltero","universitario",22,"si","si","chat",14,"mayo",351,"no"
29,"empleado","casado","universitario",13,"si","si","chat",7,"mayo",1689,"si"
35,"independiente","soltero","universitario",15,"no","si","celular",21,"noviembre",267,"no"
49,"empleado","casado","bachillerato",10,"no","no","chat",5,"mayo",234,"no"
41,"independiente","divorciado","bachillerato",57,"no","no","celular",26,"abril",234,"no"
32,"desempleado","casado","universitario",57,"no","no","celular",20,"agosto",94,"no"
29,"independiente","soltero","bachillerato",47,"si","no","chat",8,"mayo",77,"no"
28,"informal","casado","bachillerato",40,"si","no","celular",15,"mayo",242,"no"
59,"informal","casado","bachillerato",10,"si","no","celular",18,"julio",247,"no"
34,"independiente","casado","universitario",52,"si","si","chat",9,"junio",85,"no"
55,"desempleado","divorciado","universitario",39,"no","si","celular",22,"agosto",607,"no"
34,"empleado","casado","universitario",71,"si","no","celular",17,"junio",485,"si"
24,"estudiante","soltero","bachillerato",66,"no","no","celular",27,"octubre",184,"si"
42,"independiente","divorciado","bachillerato",25,"si","no","chat",26,"mayo",258,"si"
34,"desempleado","soltero","tecnico",30,"si","no","celular",16,"abril",156,"no"
34,"independiente","casado","bachillerato",32,"si","si","chat",21,"mayo",160,"no"
51,"independiente","casado","universitario",39,"si","no","chat",16,"junio",1021,"no"
58,"informal","casado","primaria",65,"si","si","celular",31,"julio",5,"no"
44,"independiente","casado","bachillerato",68,"si","no","celular",27,"enero",701,"si"
33,"informal","casado","bachillerato",49,"si","si","celular",18,"mayo",732,"si"
34,"desempleado","casado","universitario",46,"si","si","celular",10,"agosto",122,"no"
34,"independiente","casado","bachillerato",11,"si","si","chat",7,"mayo",559,"no"
42,"informal","divorciado","bachillerato",36,"si","si","chat",8,"mayo",141,"no"
46,"desempleado","soltero","universitario",24,"si","no","celular",21,"julio",87,"no"
31,"independiente","soltero","universitario",30,"no","no","celular",5,"febrero",577,"no"
39,"independiente","casado","universitario",65,"si","si","celular",11,"julio",193,"no"
34,"desempleado","soltero","universitario",18,"si","si","celular",28,"agosto",210,"no"
47,"independiente","casado","bachillerato",55,"no","si","celular",6,"agosto",732,"no"
42,"empleado","divorciado","bachillerato",66,"si","si","chat",6,"mayo",121,"no"
48,"informal","soltero","bachillerato",10,"no","si","celular",21,"noviembre",150,"no"
30,"independiente","soltero","universitario",52,"no","no","celular",21,"noviembre",140,"si"
38,"independiente","casado","bachillerato",33,"si","si","celular",20,"noviembre",386,"no"
24,"empleado","casado","bachillerato",60,"si","no","celular",11,"mayo",733,"si"
34,"independiente","casado","bachillerato",44,"si","si","celular",19,"noviembre",108,"no"
46,"empleado","soltero","universitario",34,"no","si","celular",17,"noviembre",80,"si"
32,"independiente","divorciado","bachillerato",15,"si","si","chat",12,"mayo",155,"no"
46,"empleado","casado","bachillerato",16,"si","si","celular",13,"mayo",389,"no"
26,"independiente","casado","universitario",62,"si","si","celular",9,"febrero",133,"no"
42,"informal","casado","bachillerato",62,"si","si","celular",21,"noviembre",328,"no"
50,"independiente","casado","bachillerato",43,"si","si","celular",23,"julio",119,"no"
41,"informal","casado","primaria",6,"si","no","chat",16,"junio",87,"no"
34,"independiente","soltero","bachillerato",67,"no","si","celular",18,"noviembre",162,"no"
32,"empleado","casado","bachillerato",4,"si","no","chat",15,"mayo",294,"si"
58,"ama(o)_de_casa","soltero","universitario",28,"si","si","celular",16,"julio",128,"no"
45,"independiente","casado","bachillerato",20,"si","si","celular",6,"mayo",108,"no"
28,"independiente","soltero","bachillerato",72,"si","si","celular",6,"febrero",172,"no"
35,"independiente","casado","bachillerato",37,"si","si","chat",14,"mayo",208,"no"
39,"empleado","casado","bachillerato",25,"si","si","chat",20,"mayo",212,"no"
49,"desempleado","divorciado","universitario",48,"si","si","celular",8,"noviembre",148,"no"
50,"desempleado","casado","universitario",64,"si","si","celular",4,"febrero",99,"no"
37,"empleado","casado","universitario",71,"no","no","celular",3,"febrero",185,"si"
45,"informal","casado","primaria",14,"no","si","celular",6,"agosto",133,"no"
30,"ama(o)_de_casa","soltero","bachillerato",56,"si","no","celular",6,"febrero",170,"no"
48,"desempleado","casado","universitario",24,"si","si","chat",19,"mayo",668,"no"
36,"desempleado","soltero","universitario",27,"si","si","celular",8,"mayo",81,"no"
41,"desempleado","soltero","bachillerato",41,"si","si","celular",12,"junio",230,"no"
55,"informal","casado","bachillerato",52,"no","si","chat",5,"mayo",287,"no"
70,"informal","casado","primaria",65,"si","si","celular",16,"marzo",618,"no"
41,"empleado","casado","universitario",25,"si","no","celular",5,"mayo",788,"si"
47,"empleado","divorciado","bachillerato",12,"si","no","celular",6,"febrero",285,"no"
34,"independiente","soltero","bachillerato",57,"si","si","celular",21,"agosto",163,"no"
33,"desempleado","soltero","universitario",29,"si","si","celular",8,"julio",159,"no"
58,"informal","casado","bachillerato",6,"si","si","celular",12,"mayo",197,"no"
51,"desempleado","casado","universitario",14,"no","si","celular",25,"julio",212,"no"
45,"desempleado","casado","universitario",33,"si","no","chat",29,"mayo",44,"no"
55,"independiente","casado","bachillerato",15,"no","no","celular",23,"septiembre",180,"no"
30,"informal","soltero","primaria",32,"si","si","chat",26,"junio",11,"no"
33,"desempleado","soltero","bachillerato",39,"si","no","chat",26,"mayo",863,"no"
27,"empleado","soltero","bachillerato",36,"si","no","chat",7,"mayo",388,"si"
59,"informal","casado","bachillerato",30,"si","si","chat",5,"mayo",143,"no"
34,"desempleado","soltero","universitario",72,"si","si","celular",7,"mayo",191,"no"
47,"independiente","divorciado","universitario",70,"si","si","chat",27,"mayo",62,"si"
44,"informal","casado","primaria",31,"si","no","chat",9,"mayo",13,"no"
35,"independiente","soltero","bachillerato",36,"si","no","celular",13,"mayo",1073,"si"
45,"desempleado","casado","universitario",4,"si","si","celular",6,"mayo",337,"no"
42,"informal","casado","primaria",28,"si","si","telefono",31,"julio",88,"no"
38,"independiente","casado","bachillerato",63,"no","si","celular",2,"junio",167,"no"
34,"independiente","soltero","bachillerato",39,"si","si","celular",29,"agosto",96,"no"
35,"independiente","casado","bachillerato",35,"si","si","celular",13,"abril",537,"no"
29,"desempleado","soltero","bachillerato",48,"si","si","chat",27,"mayo",5,"no"
58,"informal","casado","bachillerato",48,"si","no","celular",5,"agosto",139,"no"
44,"informal","soltero","primaria",14,"si","no","chat",30,"mayo",570,"no"
45,"independiente","casado","universitario",17,"si","no","celular",29,"julio",100,"si"
43,"informal","casado","bachillerato",9,"si","si","chat",15,"mayo",253,"no"
44,"empleado","casado","bachillerato",45,"si","no","celular",1,"abril",525,"no"
30,"independiente","soltero","bachillerato",46,"si","si","celular",20,"agosto",696,"no"
38,"desempleado","casado","universitario",39,"no","si","chat",26,"mayo",535,"no"
50,"independiente","casado","bachillerato",57,"si","no","celular",6,"agosto",131,"no"
21,"estudiante","soltero","bachillerato",61,"si","no","chat",20,"agosto",6,"no"
38,"independiente","casado","universitario",4,"si","si","celular",5,"febrero",105,"no"
42,"independiente","casado","bachillerato",9,"si","si","chat",19,"junio",370,"no"
45,"independiente","soltero","universitario",36,"no","si","celular",29,"agosto",29,"no"
34,"independiente","casado","bachillerato",38,"si","si","celular",5,"mayo",184,"no"
48,"independiente","casado","bachillerato",20,"si","si","celular",3,"febrero",47,"no"
34,"empleado","casado","bachillerato",3,"no","si","chat",2,"julio",193,"si"
32,"informal","casado","bachillerato",62,"si","no","celular",16,"julio",709,"si"
35,"independiente","casado","universitario",63,"si","no","celular",6,"agosto",358,"no"
39,"independiente","casado","universitario",65,"si","si","chat",20,"mayo",253,"no"
36,"independiente","casado","universitario",13,"si","no","chat",6,"junio",197,"si"
35,"independiente","casado","bachillerato",7,"no","no","celular",22,"agosto",94,"no"
57,"empleado","divorciado","bachillerato",12,"si","si","celular",22,"julio",445,"no"
28,"independiente","soltero","bachillerato",51,"si","si","celular",15,"mayo",153,"no"
43,"independiente","casado","tecnico",31,"no","si","chat",18,"junio",113,"no"
57,"desempleado","casado","bachillerato",61,"no","no","celular",17,"agosto",80,"no"
34,"empleado","divorciado","bachillerato",35,"si","no","chat",15,"mayo",318,"no"
36,"independiente","casado","universitario",57,"si","si","celular",27,"enero",100,"no"
47,"desempleado","divorciado","universitario",1,"si","si","chat",20,"junio",40,"no"
36,"desempleado","divorciado","universitario",12,"si","si","chat",2,"junio",55,"no"
33,"desempleado","casado","universitario",45,"no","si","celular",20,"noviembre",67,"no"
57,"desempleado","casado","universitario",4,"si","si","celular",7,"agosto",76,"no"
57,"desempleado","casado","universitario",48,"si","si","chat",16,"mayo",73,"no"
34,"independiente","casado","bachillerato",57,"si","si","chat",20,"mayo",89,"no"
51,"ama(o)_de_casa","divorciado","universitario",66,"si","no","celular",19,"agosto",109,"no"
54,"informal","divorciado","primaria",29,"no","si","celular",9,"julio",98,"no"
52,"independiente","soltero","universitario",34,"si","si","chat",5,"junio",21,"no"
43,"independiente","casado","universitario",12,"si","si","celular",18,"noviembre",465,"no"
58,"informal","soltero","primaria",42,"si","si","celular",21,"julio",106,"no"
53,"independiente","casado","bachillerato",1,"si","si","celular",20,"abril",304,"no"
44,"desempleado","casado","bachillerato",48,"no","si","celular",30,"julio",342,"no"
29,"desempleado","soltero","universitario",68,"no","si","chat",16,"mayo",16,"no"
27,"empleado","soltero","bachillerato",27,"si","no","chat",28,"mayo",543,"si"
35,"informal","casado","primaria",37,"no","si","celular",8,"julio",338,"no"
40,"independiente","casado","bachillerato",22,"si","si","celular",22,"agosto",197,"no"
34,"informal","casado","bachillerato",22,"si","si","chat",8,"mayo",956,"no"
38,"independiente","soltero","bachillerato",12,"si","si","celular",12,"mayo",95,"no"
32,"empleado","casado","bachillerato",5,"si","no","chat",15,"mayo",546,"no"
41,"independiente","casado","bachillerato",22,"si","si","chat",30,"mayo",124,"no"
25,"informal","soltero","bachillerato",23,"si","no","celular",7,"julio",113,"no"
38,"informal","divorciado","bachillerato",11,"si","si","celular",7,"mayo",245,"no"
26,"independiente","soltero","bachillerato",72,"si","si","celular",22,"julio",188,"no"
37,"independiente","soltero","universitario",1,"no","si","celular",19,"agosto",199,"no"
30,"empleado","casado","universitario",54,"si","no","celular",5,"abril",470,"si"
36,"empleado","casado","bachillerato",64,"no","si","chat",14,"mayo",90,"no"
33,"desempleado","casado","bachillerato",17,"si","si","chat",23,"mayo",350,"no"
33,"independiente","soltero","universitario",22,"si","si","celular",7,"mayo",31,"no"
35,"desempleado","casado","universitario",31,"si","si","celular",9,"julio",156,"no"
24,"empleado","casado","universitario",34,"si","no","chat",27,"mayo",299,"no"
29,"desempleado","casado","bachillerato",31,"si","no","celular",30,"enero",510,"no"
54,"informal","casado","bachillerato",48,"si","si","celular",25,"agosto",177,"no"
27,"independiente","casado","bachillerato",46,"si","si","celular",13,"octubre",123,"no"
34,"desempleado","casado","bachillerato",68,"si","si","celular",2,"febrero",270,"no"
39,"informal","casado","primaria",51,"si","no","chat",16,"mayo",225,"si"
38,"desempleado","casado","universitario",63,"no","si","celular",28,"enero",63,"no"
37,"desempleado","casado","universitario",46,"si","si","chat",3,"junio",247,"no"
26,"empleado","soltero","bachillerato",31,"si","si","celular",30,"enero",206,"no"
36,"independiente","casado","universitario",5,"si","si","chat",6,"mayo",168,"no"
35,"desempleado","soltero","universitario",7,"si","no","chat",21,"mayo",836,"no"
30,"empleado","soltero","universitario",53,"no","no","celular",8,"agosto",131,"si"
25,"independiente","soltero","bachillerato",5,"si","si","chat",3,"junio",89,"si"
34,"independiente","casado","bachillerato",13,"si","si","celular",29,"agosto",116,"no"
52,"empleado","casado","tecnico",49,"si","no","chat",12,"junio",58,"no"
39,"independiente","casado","bachillerato",47,"si","no","chat",6,"septiembre",36,"no"
34,"desempleado","casado","bachillerato",58,"si","si","celular",21,"julio",240,"no"
34,"desempleado","soltero","bachillerato",61,"no","si","celular",22,"agosto",132,"no"
30,"empleado","casado","bachillerato",21,"si","si","celular",17,"julio",544,"no"
33,"empleado","casado","bachillerato",35,"si","si","chat",8,"mayo",266,"si"
30,"estudiante","soltero","bachillerato",55,"si","si","celular",4,"febrero",443,"no"
51,"informal","casado","primaria",52,"si","no","celular",10,"julio",324,"si"
36,"empleado","soltero","bachillerato",46,"si","si","celular",6,"febrero",15,"no"
48,"informal","casado","primaria",53,"si","si","celular",28,"enero",263,"no"
37,"empleado","divorciado","bachillerato",18,"si","si","chat",11,"junio",199,"no"
58,"desempleado","casado","bachillerato",14,"si","si","celular",29,"julio",145,"no"
56,"desempleado","divorciado","universitario",65,"si","si","celular",2,"junio",56,"no"
34,"informal","casado","bachillerato",6,"si","si","celular",5,"mayo",11,"no"
33,"independiente","divorciado","bachillerato",41,"si","no","celular",18,"noviembre",411,"no"
26,"empleado","soltero","bachillerato",41,"no","no","celular",29,"julio",165,"no"
40,"desempleado","soltero","tecnico",43,"si","si","chat",12,"mayo",619,"no"
